ID_Venta,Fecha,Mes,Mes_Nombre,Trimestre,Día_Semana,ID_Cliente,Cliente,Tipo_Cliente,Ruta,Municipio,Zona,Vendedor,Producto,Categoría,Cantidad_Cajas,Precio_Caja,Costo_Caja,Descuento_%,Precio_Final,Total_Venta,Costo_Total,Utilidad
V04094,2023-12-08,12,December,T4,Friday,C027,Tienda El Paisa,Tienda,Ruta Caimito,Caimito,Vereda Las Flores,Jhon Pérez,Agua Cristal 1.5L x12,Agua,4,28000,19000,0,28000.0,112000.0,76000,36000.0
V04095,2023-12-08,12,December,T4,Friday,C041,Restaurante El Rincón,Restaurante,Ruta La Unión,La Unión,La Unión Centro,Andrés Díaz,Águila Lata x30,Cerveza,5,72000,58000,2,70560.0,352800.0,290000,62800.0
V04096,2023-12-08,12,December,T4,Friday,C072,Tienda El Amigo,Tienda,Ruta San Marcos,San Marcos,San Marcos Centro,Andrés Díaz,Malta Pony x30,Malta,8,48000,36000,2,47040.0,376320.0,288000,88320.0
V04097,2023-12-08,12,December,T4,Friday,C040,Minimercado El Pariente,Minimercado,Ruta La Unión,La Unión,La Unión Centro,Carlos Martínez,Costeña x30,Cerveza,4,60000,47000,5,57000.0,228000.0,188000,40000.0
V04098,2023-12-09,12,December,T4,Saturday,C066,Minimercado El Campesino,Minimercado,Ruta La Unión,La Unión,Vereda Cañaveral,Jhon Pérez,Club Colombia x24,Cerveza,4,85000,68000,0,85000.0,340000.0,272000,68000.0
V04099,2023-12-09,12,December,T4,Saturday,C046,Minimercado Don Jorge,Minimercado,Ruta La Unión,La Unión,Vereda El Paraíso,Jhon Pérez,Malta Pony x30,Malta,10,48000,36000,0,48000.0,480000.0,360000,120000.0
V04100,2023-12-09,12,December,T4,Saturday,C024,Superete Don Jorge,Superete,Ruta Caimito,Caimito,Vereda San Pedro,Luis Hernández,Agua Cristal 600ml x24,Agua,2,22000,15000,0,22000.0,44000.0,30000,14000.0
V04101,2023-12-09,12,December,T4,Saturday,C031,Bar/Estadero Doña Carmen,Bar/Estadero,Ruta Caimito,Caimito,Vereda Las Flores,Jhon Pérez,Póker Botella x30,Cerveza,10,66000,52000,0,66000.0,660000.0,520000,140000.0
V04102,2023-12-09,12,December,T4,Saturday,C082,Restaurante El Campesino,Restaurante,Ruta San Marcos,San Marcos,Barrio La Esperanza,Carlos Martínez,Póker Lata x30,Cerveza,10,70000,56000,0,70000.0,700000.0,560000,140000.0
V04103,2023-12-09,12,December,T4,Saturday,C069,Minimercado El Vecino,Minimercado,Ruta San Marcos,San Marcos,San Marcos Centro,Carlos Martínez,Malta Leona x30,Malta,1,46000,35000,0,46000.0,46000.0,35000,11000.0
V04104,2023-12-09,12,December,T4,Saturday,C051,Minimercado El Vecino,Minimercado,Ruta La Unión,La Unión,Vereda La Victoria,Luis Hernández,Póker Botella x30,Cerveza,8,66000,52000,0,66000.0,528000.0,416000,112000.0
V04105,2023-12-09,12,December,T4,Saturday,C008,Minimercado El Paisa,Minimercado,Ruta Caimito,Caimito,Caimito Centro,Jhon Pérez,Águila Lata x30,Cerveza,10,72000,58000,0,72000.0,720000.0,580000,140000.0
V04106,2023-12-09,12,December,T4,Saturday,C103,Minimercado La Esquina,Minimercado,Ruta San Marcos,San Marcos,Vereda El Tesoro,Jhon Pérez,Malta Pony x30,Malta,7,48000,36000,0,48000.0,336000.0,252000,84000.0
V04107,2023-12-09,12,December,T4,Saturday,C108,Bar/Estadero Doña Carmen,Bar/Estadero,Ruta San Marcos,San Marcos,Barrio Nuevo Milenio,Jhon Pérez,Póker Botella x30,Cerveza,10,66000,52000,0,66000.0,660000.0,520000,140000.0
V04108,2023-12-09,12,December,T4,Saturday,C097,Minimercado Don Jorge,Minimercado,Ruta San Marcos,San Marcos,Vereda La Ceiba,Andrés Díaz,Malta Pony x30,Malta,2,48000,36000,0,48000.0,96000.0,72000,24000.0
V04109,2023-12-09,12,December,T4,Saturday,C102,Bar/Estadero El Rincón,Bar/Estadero,Ruta San Marcos,San Marcos,Vereda El Tesoro,Luis Hernández,Águila Lata x30,Cerveza,3,72000,58000,5,68400.0,205200.0,174000,31200.0
V04110,2023-12-09,12,December,T4,Saturday,C105,Restaurante El Rincón,Restaurante,Ruta San Marcos,San Marcos,Vereda El Tesoro,Jhon Pérez,Águila Botella x30,Cerveza,4,68000,54000,0,68000.0,272000.0,216000,56000.0
V04111,2023-12-09,12,December,T4,Saturday,C099,Superete El Vecino,Superete,Ruta San Marcos,San Marcos,Vereda El Tesoro,Andrés Díaz,Malta Leona x30,Malta,8,46000,35000,0,46000.0,368000.0,280000,88000.0
V04112,2023-12-09,12,December,T4,Saturday,C006,Bar/Estadero El Pariente,Bar/Estadero,Ruta Caimito,Caimito,Caimito Centro,Jhon Pérez,Malta Leona x30,Malta,3,46000,35000,0,46000.0,138000.0,105000,33000.0
V04113,2023-12-09,12,December,T4,Saturday,C026,Minimercado La Esquina,Minimercado,Ruta Caimito,Caimito,Vereda Las Flores,Jhon Pérez,Malta Pony x30,Malta,2,48000,36000,0,48000.0,96000.0,72000,24000.0
V04114,2023-12-09,12,December,T4,Saturday,C003,Minimercado El Vecino,Minimercado,Ruta Caimito,Caimito,Caimito Centro,Luis Hernández,Costeña Litro x12,Cerveza,7,55000,43000,0,55000.0,385000.0,301000,84000.0
V04115,2023-12-09,12,December,T4,Saturday,C036,Minimercado El Vecino,Minimercado,Ruta Caimito,Caimito,Vereda Palo Alto,Jhon Pérez,Póker Lata x30,Cerveza,1,70000,56000,0,70000.0,70000.0,56000,14000.0
V04116,2023-12-11,12,December,T4,Monday,C018,Tienda El Rincón,Tienda,Ruta Caimito,Caimito,Vereda Pueblito,Andrés Díaz,Malta Pony x30,Malta,4,48000,36000,0,48000.0,192000.0,144000,48000.0
V04117,2023-12-11,12,December,T4,Monday,C093,Tienda El Pariente,Tienda,Ruta San Marcos,San Marcos,Vereda La Ceiba,Jhon Pérez,Costeña x30,Cerveza,4,60000,47000,2,58800.0,235200.0,188000,47200.0
V04118,2023-12-11,12,December,T4,Monday,C044,Minimercado La Pola,Minimercado,Ruta La Unión,La Unión,Vereda El Paraíso,Carlos Martínez,Malta Leona x30,Malta,3,46000,35000,0,46000.0,138000.0,105000,33000.0
V04119,2023-12-11,12,December,T4,Monday,C085,Restaurante El Rincón,Restaurante,Ruta San Marcos,San Marcos,Vereda Pijiguay,Carlos Martínez,Agua Cristal 1.5L x12,Agua,2,28000,19000,0,28000.0,56000.0,38000,18000.0
V04120,2023-12-11,12,December,T4,Monday,C096,Tienda El Campesino,Tienda,Ruta San Marcos,San Marcos,Vereda La Ceiba,Carlos Martínez,Póker Lata x30,Cerveza,2,70000,56000,0,70000.0,140000.0,112000,28000.0
V04121,2023-12-11,12,December,T4,Monday,C068,Superete El Amigo,Superete,Ruta San Marcos,San Marcos,San Marcos Centro,Andrés Díaz,Águila Lata x30,Cerveza,9,72000,58000,5,68400.0,615600.0,522000,93600.0
V04122,2023-12-11,12,December,T4,Monday,C098,Bar/Estadero El Paisa,Bar/Estadero,Ruta San Marcos,San Marcos,Vereda El Tesoro,Carlos Martínez,Malta Leona x30,Malta,9,46000,35000,0,46000.0,414000.0,315000,99000.0
V04123,2023-12-11,12,December,T4,Monday,C057,Bar/Estadero El Amigo,Bar/Estadero,Ruta La Unión,La Unión,Vereda El Carmen,Carlos Martínez,Águila Lata x30,Cerveza,10,72000,58000,5,68400.0,684000.0,580000,104000.0
V04124,2023-12-11,12,December,T4,Monday,C032,Minimercado Doña Carmen,Minimercado,Ruta Caimito,Caimito,Vereda Las Flores,Carlos Martínez,Póker Lata x30,Cerveza,3,70000,56000,2,68600.0,205800.0,168000,37800.0
V04125,2023-12-11,12,December,T4,Monday,C026,Minimercado La Esquina,Minimercado,Ruta Caimito,Caimito,Vereda Las Flores,Luis Hernández,Costeña Litro x12,Cerveza,3,55000,43000,0,55000.0,165000.0,129000,36000.0
V04126,2023-12-11,12,December,T4,Monday,C080,Minimercado La Pola,Minimercado,Ruta San Marcos,San Marcos,Barrio La Esperanza,Andrés Díaz,Electrolit x12,Electrolit,6,55000,40000,0,55000.0,330000.0,240000,90000.0
V04127,2023-12-11,12,December,T4,Monday,C094,Minimercado La Esquina,Minimercado,Ruta San Marcos,San Marcos,Vereda La Ceiba,Carlos Martínez,Águila Botella x30,Cerveza,1,68000,54000,0,68000.0,68000.0,54000,14000.0
V04128,2023-12-11,12,December,T4,Monday,C028,Restaurante La Esquina,Restaurante,Ruta Caimito,Caimito,Vereda Las Flores,Jhon Pérez,Póker Lata x30,Cerveza,10,70000,56000,0,70000.0,700000.0,560000,140000.0
V04129,2023-12-11,12,December,T4,Monday,C005,Tienda El Amigo,Tienda,Ruta Caimito,Caimito,Caimito Centro,Jhon Pérez,Águila Botella x30,Cerveza,4,68000,54000,0,68000.0,272000.0,216000,56000.0
V04130,2023-12-11,12,December,T4,Monday,C038,Superete El Paisa,Superete,Ruta La Unión,La Unión,La Unión Centro,Andrés Díaz,Póker Lata x30,Cerveza,5,70000,56000,0,70000.0,350000.0,280000,70000.0
V04131,2023-12-12,12,December,T4,Tuesday,C071,Superete El Campesino,Superete,Ruta San Marcos,San Marcos,San Marcos Centro,Luis Hernández,Electrolit x12,Electrolit,3,55000,40000,0,55000.0,165000.0,120000,45000.0
V04132,2023-12-12,12,December,T4,Tuesday,C042,Restaurante La Esquina,Restaurante,Ruta La Unión,La Unión,La Unión Centro,Jhon Pérez,Agua Cristal 600ml x24,Agua,1,22000,15000,0,22000.0,22000.0,15000,7000.0
V04133,2023-12-12,12,December,T4,Tuesday,C070,Restaurante El Vecino,Restaurante,Ruta San Marcos,San Marcos,San Marcos Centro,Andrés Díaz,Costeña x30,Cerveza,10,60000,47000,0,60000.0,600000.0,470000,130000.0
V04134,2023-12-12,12,December,T4,Tuesday,C047,Minimercado El Campesino,Minimercado,Ruta La Unión,La Unión,Vereda Mata de Caña,Carlos Martínez,Póker Botella x30,Cerveza,9,66000,52000,0,66000.0,594000.0,468000,126000.0
V04135,2023-12-12,12,December,T4,Tuesday,C050,Superete El Rincón,Superete,Ruta La Unión,La Unión,Vereda Mata de Caña,Jhon Pérez,Águila Lata x30,Cerveza,3,72000,58000,2,70560.0,211680.0,174000,37680.0
V04136,2023-12-12,12,December,T4,Tuesday,C040,Minimercado El Pariente,Minimercado,Ruta La Unión,La Unión,La Unión Centro,Andrés Díaz,Agua Cristal 600ml x24,Agua,2,22000,15000,0,22000.0,44000.0,30000,14000.0
V04137,2023-12-12,12,December,T4,Tuesday,C098,Bar/Estadero El Paisa,Bar/Estadero,Ruta San Marcos,San Marcos,Vereda El Tesoro,Luis Hernández,Malta Pony x30,Malta,1,48000,36000,0,48000.0,48000.0,36000,12000.0
V04138,2023-12-12,12,December,T4,Tuesday,C017,Restaurante La Esquina,Restaurante,Ruta Caimito,Caimito,Vereda Pueblito,Jhon Pérez,Póker Lata x30,Cerveza,3,70000,56000,0,70000.0,210000.0,168000,42000.0
V04139,2023-12-12,12,December,T4,Tuesday,C028,Restaurante La Esquina,Restaurante,Ruta Caimito,Caimito,Vereda Las Flores,Luis Hernández,Costeña x30,Cerveza,6,60000,47000,0,60000.0,360000.0,282000,78000.0
V04140,2023-12-12,12,December,T4,Tuesday,C109,Tienda El Paisa,Tienda,Ruta San Marcos,San Marcos,Barrio Nuevo Milenio,Carlos Martínez,Malta Leona x30,Malta,1,46000,35000,0,46000.0,46000.0,35000,11000.0
V04141,2023-12-12,12,December,T4,Tuesday,C004,Tienda El Campesino,Tienda,Ruta Caimito,Caimito,Caimito Centro,Jhon Pérez,Águila Lata x30,Cerveza,4,72000,58000,0,72000.0,288000.0,232000,56000.0
V04142,2023-12-12,12,December,T4,Tuesday,C034,Tienda El Amigo,Tienda,Ruta Caimito,Caimito,Vereda Palo Alto,Andrés Díaz,Águila Lata x30,Cerveza,10,72000,58000,0,72000.0,720000.0,580000,140000.0
V04143,2023-12-12,12,December,T4,Tuesday,C010,Superete El Paisa,Superete,Ruta Caimito,Caimito,Vereda El Palmar,Andrés Díaz,Agua Cristal 600ml x24,Agua,10,22000,15000,5,20900.0,209000.0,150000,59000.0
V04144,2023-12-13,12,December,T4,Wednesday,C055,Minimercado El Rincón,Minimercado,Ruta La Unión,La Unión,Vereda La Victoria,Andrés Díaz,Póker Lata x30,Cerveza,4,70000,56000,0,70000.0,280000.0,224000,56000.0
V04145,2023-12-13,12,December,T4,Wednesday,C101,Bar/Estadero El Paisa,Bar/Estadero,Ruta San Marcos,San Marcos,Vereda El Tesoro,Andrés Díaz,Águila Botella x30,Cerveza,3,68000,54000,0,68000.0,204000.0,162000,42000.0
V04146,2023-12-13,12,December,T4,Wednesday,C040,Minimercado El Pariente,Minimercado,Ruta La Unión,La Unión,La Unión Centro,Jhon Pérez,Costeña Litro x12,Cerveza,1,55000,43000,0,55000.0,55000.0,43000,12000.0
V04147,2023-12-13,12,December,T4,Wednesday,C080,Minimercado La Pola,Minimercado,Ruta San Marcos,San Marcos,Barrio La Esperanza,Jhon Pérez,Agua Cristal 1.5L x12,Agua,1,28000,19000,0,28000.0,28000.0,19000,9000.0
V04148,2023-12-13,12,December,T4,Wednesday,C009,Superete El Pariente,Superete,Ruta Caimito,Caimito,Vereda El Palmar,Andrés Díaz,Águila Lata x30,Cerveza,4,72000,58000,0,72000.0,288000.0,232000,56000.0
V04149,2023-12-13,12,December,T4,Wednesday,C048,Superete Don Jorge,Superete,Ruta La Unión,La Unión,Vereda Mata de Caña,Andrés Díaz,Agua Cristal 1.5L x12,Agua,4,28000,19000,0,28000.0,112000.0,76000,36000.0
V04150,2023-12-13,12,December,T4,Wednesday,C057,Bar/Estadero El Amigo,Bar/Estadero,Ruta La Unión,La Unión,Vereda El Carmen,Andrés Díaz,Costeña Litro x12,Cerveza,5,55000,43000,0,55000.0,275000.0,215000,60000.0
V04151,2023-12-13,12,December,T4,Wednesday,C076,Tienda El Paisa,Tienda,Ruta San Marcos,San Marcos,Barrio El Prado,Jhon Pérez,Póker Lata x30,Cerveza,7,70000,56000,2,68600.0,480200.0,392000,88200.0
V04152,2023-12-13,12,December,T4,Wednesday,C087,Superete La Pola,Superete,Ruta San Marcos,San Marcos,Vereda Pijiguay,Jhon Pérez,Agua Cristal 1.5L x12,Agua,1,28000,19000,2,27440.0,27440.0,19000,8440.0
V04153,2023-12-13,12,December,T4,Wednesday,C100,Superete El Amigo,Superete,Ruta San Marcos,San Marcos,Vereda El Tesoro,Jhon Pérez,Electrolit x12,Electrolit,6,55000,40000,0,55000.0,330000.0,240000,90000.0
V04154,2023-12-13,12,December,T4,Wednesday,C045,Bar/Estadero La Pola,Bar/Estadero,Ruta La Unión,La Unión,Vereda El Paraíso,Jhon Pérez,Póker Lata x30,Cerveza,10,70000,56000,0,70000.0,700000.0,560000,140000.0
V04155,2023-12-13,12,December,T4,Wednesday,C037,Bar/Estadero El Rincón,Bar/Estadero,Ruta Caimito,Caimito,Vereda Palo Alto,Jhon Pérez,Costeña x30,Cerveza,1,60000,47000,0,60000.0,60000.0,47000,13000.0
V04156,2023-12-13,12,December,T4,Wednesday,C108,Bar/Estadero Doña Carmen,Bar/Estadero,Ruta San Marcos,San Marcos,Barrio Nuevo Milenio,Andrés Díaz,Póker Botella x30,Cerveza,9,66000,52000,0,66000.0,594000.0,468000,126000.0
V04157,2023-12-14,12,December,T4,Thursday,C014,Tienda El Vecino,Tienda,Ruta Caimito,Caimito,Vereda El Palmar,Jhon Pérez,Póker Botella x30,Cerveza,7,66000,52000,0,66000.0,462000.0,364000,98000.0
V04158,2023-12-14,12,December,T4,Thursday,C032,Minimercado Doña Carmen,Minimercado,Ruta Caimito,Caimito,Vereda Las Flores,Jhon Pérez,Electrolit x12,Electrolit,4,55000,40000,0,55000.0,220000.0,160000,60000.0
V04159,2023-12-14,12,December,T4,Thursday,C007,Tienda La Esquina,Tienda,Ruta Caimito,Caimito,Caimito Centro,Carlos Martínez,Malta Pony x30,Malta,7,48000,36000,0,48000.0,336000.0,252000,84000.0
V04160,2023-12-14,12,December,T4,Thursday,C060,Tienda La Esquina,Tienda,Ruta La Unión,La Unión,Vereda El Carmen,Carlos Martínez,Agua Cristal 1.5L x12,Agua,9,28000,19000,5,26600.0,239400.0,171000,68400.0
V04161,2023-12-14,12,December,T4,Thursday,C092,Minimercado El Pariente,Minimercado,Ruta San Marcos,San Marcos,Vereda La Ceiba,Andrés Díaz,Agua Cristal 600ml x24,Agua,7,22000,15000,5,20900.0,146300.0,105000,41300.0
V04162,2023-12-14,12,December,T4,Thursday,C030,Bar/Estadero Don Jorge,Bar/Estadero,Ruta Caimito,Caimito,Vereda Las Flores,Jhon Pérez,Malta Pony x30,Malta,5,48000,36000,0,48000.0,240000.0,180000,60000.0
V04163,2023-12-14,12,December,T4,Thursday,C043,Superete Doña Carmen,Superete,Ruta La Unión,La Unión,Vereda El Paraíso,Jhon Pérez,Póker Botella x30,Cerveza,2,66000,52000,2,64680.0,129360.0,104000,25360.0
V04164,2023-12-14,12,December,T4,Thursday,C011,Superete El Rincón,Superete,Ruta Caimito,Caimito,Vereda El Palmar,Luis Hernández,Costeña x30,Cerveza,4,60000,47000,5,57000.0,228000.0,188000,40000.0
V04165,2023-12-14,12,December,T4,Thursday,C105,Restaurante El Rincón,Restaurante,Ruta San Marcos,San Marcos,Vereda El Tesoro,Andrés Díaz,Malta Pony x30,Malta,7,48000,36000,0,48000.0,336000.0,252000,84000.0
V04166,2023-12-14,12,December,T4,Thursday,C037,Bar/Estadero El Rincón,Bar/Estadero,Ruta Caimito,Caimito,Vereda Palo Alto,Andrés Díaz,Club Colombia x24,Cerveza,7,85000,68000,0,85000.0,595000.0,476000,119000.0
V04167,2023-12-14,12,December,T4,Thursday,C047,Minimercado El Campesino,Minimercado,Ruta La Unión,La Unión,Vereda Mata de Caña,Jhon Pérez,Póker Lata x30,Cerveza,2,70000,56000,0,70000.0,140000.0,112000,28000.0
V04168,2023-12-14,12,December,T4,Thursday,C068,Superete El Amigo,Superete,Ruta San Marcos,San Marcos,San Marcos Centro,Andrés Díaz,Agua Cristal 1.5L x12,Agua,4,28000,19000,0,28000.0,112000.0,76000,36000.0
V04169,2023-12-14,12,December,T4,Thursday,C036,Minimercado El Vecino,Minimercado,Ruta Caimito,Caimito,Vereda Palo Alto,Carlos Martínez,Águila Lata x30,Cerveza,1,72000,58000,0,72000.0,72000.0,58000,14000.0
V04170,2023-12-14,12,December,T4,Thursday,C063,Bar/Estadero El Vecino,Bar/Estadero,Ruta La Unión,La Unión,Vereda Cañaveral,Jhon Pérez,Costeña Litro x12,Cerveza,7,55000,43000,0,55000.0,385000.0,301000,84000.0
V04171,2023-12-14,12,December,T4,Thursday,C039,Restaurante El Pariente,Restaurante,Ruta La Unión,La Unión,La Unión Centro,Jhon Pérez,Club Colombia x24,Cerveza,6,85000,68000,5,80750.0,484500.0,408000,76500.0
V04172,2023-12-15,12,December,T4,Friday,C009,Superete El Pariente,Superete,Ruta Caimito,Caimito,Vereda El Palmar,Carlos Martínez,Agua Cristal 1.5L x12,Agua,2,28000,19000,5,26600.0,53200.0,38000,15200.0
V04173,2023-12-15,12,December,T4,Friday,C102,Bar/Estadero El Rincón,Bar/Estadero,Ruta San Marcos,San Marcos,Vereda El Tesoro,Luis Hernández,Malta Pony x30,Malta,1,48000,36000,0,48000.0,48000.0,36000,12000.0
V04174,2023-12-15,12,December,T4,Friday,C015,Bar/Estadero Doña Carmen,Bar/Estadero,Ruta Caimito,Caimito,Vereda El Palmar,Luis Hernández,Malta Leona x30,Malta,2,46000,35000,0,46000.0,92000.0,70000,22000.0
V04175,2023-12-15,12,December,T4,Friday,C007,Tienda La Esquina,Tienda,Ruta Caimito,Caimito,Caimito Centro,Jhon Pérez,Águila Lata x30,Cerveza,5,72000,58000,2,70560.0,352800.0,290000,62800.0
V04176,2023-12-15,12,December,T4,Friday,C058,Bar/Estadero El Campesino,Bar/Estadero,Ruta La Unión,La Unión,Vereda El Carmen,Andrés Díaz,Malta Pony x30,Malta,5,48000,36000,5,45600.0,228000.0,180000,48000.0
V04177,2023-12-15,12,December,T4,Friday,C076,Tienda El Paisa,Tienda,Ruta San Marcos,San Marcos,Barrio El Prado,Andrés Díaz,Costeña Litro x12,Cerveza,10,55000,43000,2,53900.0,539000.0,430000,109000.0
V04178,2023-12-15,12,December,T4,Friday,C063,Bar/Estadero El Vecino,Bar/Estadero,Ruta La Unión,La Unión,Vereda Cañaveral,Jhon Pérez,Malta Leona x30,Malta,4,46000,35000,5,43700.0,174800.0,140000,34800.0
V04179,2023-12-15,12,December,T4,Friday,C086,Restaurante La Pola,Restaurante,Ruta San Marcos,San Marcos,Vereda Pijiguay,Andrés Díaz,Póker Botella x30,Cerveza,8,66000,52000,2,64680.0,517440.0,416000,101440.0
V04180,2023-12-15,12,December,T4,Friday,C060,Tienda La Esquina,Tienda,Ruta La Unión,La Unión,Vereda El Carmen,Andrés Díaz,Malta Leona x30,Malta,2,46000,35000,0,46000.0,92000.0,70000,22000.0
V04181,2023-12-15,12,December,T4,Friday,C016,Minimercado El Paisa,Minimercado,Ruta Caimito,Caimito,Vereda Pueblito,Carlos Martínez,Malta Pony x30,Malta,9,48000,36000,5,45600.0,410400.0,324000,86400.0
V04182,2023-12-15,12,December,T4,Friday,C033,Minimercado Don Jorge,Minimercado,Ruta Caimito,Caimito,Vereda Palo Alto,Jhon Pérez,Águila Botella x30,Cerveza,7,68000,54000,0,68000.0,476000.0,378000,98000.0
V04183,2023-12-15,12,December,T4,Friday,C005,Tienda El Amigo,Tienda,Ruta Caimito,Caimito,Caimito Centro,Carlos Martínez,Póker Lata x30,Cerveza,4,70000,56000,0,70000.0,280000.0,224000,56000.0
V04184,2023-12-15,12,December,T4,Friday,C003,Minimercado El Vecino,Minimercado,Ruta Caimito,Caimito,Caimito Centro,Carlos Martínez,Águila Lata x30,Cerveza,8,72000,58000,0,72000.0,576000.0,464000,112000.0
V04185,2023-12-15,12,December,T4,Friday,C096,Tienda El Campesino,Tienda,Ruta San Marcos,San Marcos,Vereda La Ceiba,Carlos Martínez,Póker Botella x30,Cerveza,4,66000,52000,0,66000.0,264000.0,208000,56000.0
V04186,2023-12-15,12,December,T4,Friday,C084,Superete El Paisa,Superete,Ruta San Marcos,San Marcos,Vereda Pijiguay,Carlos Martínez,Costeña Litro x12,Cerveza,3,55000,43000,0,55000.0,165000.0,129000,36000.0
V04187,2023-12-15,12,December,T4,Friday,C034,Tienda El Amigo,Tienda,Ruta Caimito,Caimito,Vereda Palo Alto,Andrés Díaz,Malta Pony x30,Malta,10,48000,36000,0,48000.0,480000.0,360000,120000.0
V04188,2023-12-15,12,December,T4,Friday,C075,Restaurante Don Jorge,Restaurante,Ruta San Marcos,San Marcos,San Marcos Centro,Carlos Martínez,Águila Lata x30,Cerveza,2,72000,58000,5,68400.0,136800.0,116000,20800.0
V04189,2023-12-15,12,December,T4,Friday,C031,Bar/Estadero Doña Carmen,Bar/Estadero,Ruta Caimito,Caimito,Vereda Las Flores,Luis Hernández,Póker Lata x30,Cerveza,7,70000,56000,5,66500.0,465500.0,392000,73500.0
V04190,2023-12-15,12,December,T4,Friday,C070,Restaurante El Vecino,Restaurante,Ruta San Marcos,San Marcos,San Marcos Centro,Jhon Pérez,Águila Lata x30,Cerveza,4,72000,58000,0,72000.0,288000.0,232000,56000.0
V04191,2023-12-15,12,December,T4,Friday,C099,Superete El Vecino,Superete,Ruta San Marcos,San Marcos,Vereda El Tesoro,Luis Hernández,Agua Cristal 1.5L x12,Agua,8,28000,19000,2,27440.0,219520.0,152000,67520.0
V04192,2023-12-16,12,December,T4,Saturday,C012,Minimercado La Pola,Minimercado,Ruta Caimito,Caimito,Vereda El Palmar,Jhon Pérez,Malta Leona x30,Malta,5,46000,35000,0,46000.0,230000.0,175000,55000.0
V04193,2023-12-16,12,December,T4,Saturday,C053,Tienda El Pariente,Tienda,Ruta La Unión,La Unión,Vereda La Victoria,Andrés Díaz,Póker Botella x30,Cerveza,6,66000,52000,5,62700.0,376200.0,312000,64200.0
V04194,2023-12-16,12,December,T4,Saturday,C008,Minimercado El Paisa,Minimercado,Ruta Caimito,Caimito,Caimito Centro,Andrés Díaz,Póker Lata x30,Cerveza,2,70000,56000,0,70000.0,140000.0,112000,28000.0
V04195,2023-12-16,12,December,T4,Saturday,C108,Bar/Estadero Doña Carmen,Bar/Estadero,Ruta San Marcos,San Marcos,Barrio Nuevo Milenio,Carlos Martínez,Águila Lata x30,Cerveza,9,72000,58000,2,70560.0,635040.0,522000,113040.0
V04196,2023-12-16,12,December,T4,Saturday,C021,Tienda La Pola,Tienda,Ruta Caimito,Caimito,Vereda San Pedro,Jhon Pérez,Malta Leona x30,Malta,9,46000,35000,0,46000.0,414000.0,315000,99000.0
V04197,2023-12-16,12,December,T4,Saturday,C085,Restaurante El Rincón,Restaurante,Ruta San Marcos,San Marcos,Vereda Pijiguay,Carlos Martínez,Agua Cristal 1.5L x12,Agua,7,28000,19000,0,28000.0,196000.0,133000,63000.0
V04198,2023-12-16,12,December,T4,Saturday,C086,Restaurante La Pola,Restaurante,Ruta San Marcos,San Marcos,Vereda Pijiguay,Jhon Pérez,Agua Cristal 1.5L x12,Agua,3,28000,19000,0,28000.0,84000.0,57000,27000.0
V04199,2023-12-16,12,December,T4,Saturday,C004,Tienda El Campesino,Tienda,Ruta Caimito,Caimito,Caimito Centro,Luis Hernández,Agua Cristal 600ml x24,Agua,6,22000,15000,2,21560.0,129360.0,90000,39360.0
V04200,2023-12-16,12,December,T4,Saturday,C081,Superete El Vecino,Superete,Ruta San Marcos,San Marcos,Barrio La Esperanza,Carlos Martínez,Malta Pony x30,Malta,8,48000,36000,2,47040.0,376320.0,288000,88320.0
V04201,2023-12-18,12,December,T4,Monday,C002,Restaurante El Paisa,Restaurante,Ruta Caimito,Caimito,Caimito Centro,Jhon Pérez,Póker Lata x30,Cerveza,4,70000,56000,0,70000.0,280000.0,224000,56000.0
V04202,2023-12-18,12,December,T4,Monday,C070,Restaurante El Vecino,Restaurante,Ruta San Marcos,San Marcos,San Marcos Centro,Jhon Pérez,Club Colombia x24,Cerveza,10,85000,68000,0,85000.0,850000.0,680000,170000.0
V04203,2023-12-18,12,December,T4,Monday,C023,Bar/Estadero La Esquina,Bar/Estadero,Ruta Caimito,Caimito,Vereda San Pedro,Andrés Díaz,Malta Leona x30,Malta,2,46000,35000,0,46000.0,92000.0,70000,22000.0
V04204,2023-12-18,12,December,T4,Monday,C008,Minimercado El Paisa,Minimercado,Ruta Caimito,Caimito,Caimito Centro,Luis Hernández,Malta Leona x30,Malta,10,46000,35000,0,46000.0,460000.0,350000,110000.0
V04205,2023-12-18,12,December,T4,Monday,C104,Tienda El Rincón,Tienda,Ruta San Marcos,San Marcos,Vereda El Tesoro,Luis Hernández,Malta Pony x30,Malta,7,48000,36000,2,47040.0,329280.0,252000,77280.0
V04206,2023-12-18,12,December,T4,Monday,C004,Tienda El Campesino,Tienda,Ruta Caimito,Caimito,Caimito Centro,Andrés Díaz,Agua Cristal 600ml x24,Agua,7,22000,15000,2,21560.0,150920.0,105000,45920.0
V04207,2023-12-18,12,December,T4,Monday,C034,Tienda El Amigo,Tienda,Ruta Caimito,Caimito,Vereda Palo Alto,Jhon Pérez,Malta Leona x30,Malta,1,46000,35000,0,46000.0,46000.0,35000,11000.0
V04208,2023-12-18,12,December,T4,Monday,C006,Bar/Estadero El Pariente,Bar/Estadero,Ruta Caimito,Caimito,Caimito Centro,Jhon Pérez,Malta Pony x30,Malta,6,48000,36000,0,48000.0,288000.0,216000,72000.0
